Small-Signal Analysis Report
========================================================================
Case file        : cases/Fault_Cases/ieee39_fault.xlsx
Generated        : 2026-04-29T17:37:24.227
States           : 206
Linearization t  : 0.0  (fault off)
Steady-state |f| : 7.022e-10  (OK)
    i_q_line32(b26->b28)                          p = 0.1896
    i_d_line32(b26->b28)                          p = 0.1896
    i_d_line34(b28->b29)                          p = 0.0604

Mode   56   λ = -3.438159e+01 +3.769911e+02j
    i_d_line33(b26->b29)                          p = 0.2500
    i_q_line33(b26->b29)                          p = 0.2500
    i_q_line32(b26->b28)                          p = 0.1896
    i_d_line32(b26->b28)                          p = 0.1896
    i_d_line34(b28->b29)                          p = 0.0604

Mode   57   λ = -3.457428e+01 -4.211274e+02j
    i_d_line1(b1->b2)                             p = 0.1217
    i_q_line1(b1->b2)                             p = 0.1209
    i_d_line14(b8->b9)                            p = 0.0851
    i_q_line14(b8->b9)                            p = 0.0846
    i_d_line2(b1->b39)                            p = 0.0741

Mode   58   λ = -3.457428e+01 +4.211274e+02j
    i_d_line1(b1->b2)                             p = 0.1217
    i_q_line1(b1->b2)                             p = 0.1209
    i_d_line14(b8->b9)                            p = 0.0851
    i_q_line14(b8->b9)                            p = 0.0846
    i_d_line2(b1->b39)                            p = 0.0741

Mode   59   λ = -4.247819e+01 -7.364613e+02j
    i_d_line22(b16->b19)                          p = 0.1783
    i_q_line22(b16->b19)                          p = 0.1765
    i_q_line41(b19->b33)                          p = 0.0918
    i_d_line41(b19->b33)                          p = 0.0899
    i_d_line44(b23->b36)                          p = 0.0690

Mode   60   λ = -4.247819e+01 +7.364613e+02j
    i_d_line22(b16->b19)                          p = 0.1783
    i_q_line22(b16->b19)                          p = 0.1765
    i_q_line41(b19->b33)                          p = 0.0918
    i_d_line41(b19->b33)                          p = 0.0899
    i_d_line44(b23->b36)                          p = 0.0690

Mode   61   λ = -4.388060e+01 +5.731765e+02j
    i_d_line33(b26->b29)                          p = 0.0742
    i_q_line33(b26->b29)                          p = 0.0739
    i_q_line46(b29->b38)                          p = 0.0726
    i_d_line46(b29->b38)                          p = 0.0717
    i_d_line32(b26->b28)                          p = 0.0569

Mode   62   λ = -4.388060e+01 -5.731765e+02j
    i_d_line33(b26->b29)                          p = 0.0742
    i_q_line33(b26->b29)                          p = 0.0739
    i_q_line46(b29->b38)                          p = 0.0726
    i_d_line46(b29->b38)                          p = 0.0717
    i_d_line32(b26->b28)                          p = 0.0569

Mode   63   λ = -4.403407e+01 -3.804971e+03j
    vq_bus1                                       p = 0.2310
    vd_bus1                                       p = 0.2260
    i_q_line2(b1->b39)                            p = 0.1539
    i_d_line2(b1->b39)                            p = 0.1511
    i_q_line1(b1->b2)                             p = 0.0638

Mode   64   λ = -4.403407e+01 +3.804971e+03j
    vq_bus1                                       p = 0.2310
    vd_bus1                                       p = 0.2260
    i_q_line2(b1->b39)                            p = 0.1539
    i_d_line2(b1->b39)                            p = 0.1511
    i_q_line1(b1->b2)                             p = 0.0638

Mode   65   λ = -5.363549e+01 -1.075496e+03j
    i_q_line45(b25->b37)                          p = 0.2757
    i_d_line45(b25->b37)                          p = 0.2738
    i_d_line35(b2->b30)                           p = 0.1282
    i_q_line35(b2->b30)                           p = 0.1271
    i_d_line4(b2->b25)                            p = 0.0686

Mode   66   λ = -5.363549e+01 +1.075496e+03j
    i_q_line45(b25->b37)                          p = 0.2757
    i_d_line45(b25->b37)                          p = 0.2738
    i_d_line35(b2->b30)                           p = 0.1282
    i_q_line35(b2->b30)                           p = 0.1271
    i_d_line4(b2->b25)                            p = 0.0686

Mode   67   λ = -5.644457e+01 +3.016706e+03j
    vd_bus1                                       p = 0.2230
    vq_bus1                                       p = 0.2207
    i_d_line2(b1->b39)                            p = 0.1521
    i_q_line2(b1->b39)                            p = 0.1501
    i_q_line1(b1->b2)                             p = 0.0549

Mode   68   λ = -5.644457e+01 -3.016706e+03j
    vd_bus1                                       p = 0.2230
    vq_bus1                                       p = 0.2207
    i_d_line2(b1->b39)                            p = 0.1521
    i_q_line2(b1->b39)                            p = 0.1501
    i_q_line1(b1->b2)                             p = 0.0549

Mode   69   λ = -5.669297e+01 -3.570364e+04j
    vd_bus10                                      p = 0.1823
    vq_bus10                                      p = 0.1724
    i_d_line16(b10->b11)                          p = 0.1246
    i_q_line16(b10->b11)                          p = 0.1180
    i_d_line17(b10->b13)                          p = 0.1065

Mode   70   λ = -5.669297e+01 +3.570364e+04j
    vd_bus10                                      p = 0.1823
    vq_bus10                                      p = 0.1724
    i_d_line16(b10->b11)                          p = 0.1246
    i_q_line16(b10->b11)                          p = 0.1180
    i_d_line17(b10->b13)                          p = 0.1065

Mode   71   λ = -5.697591e+01 +3.803677e+02j
    i_d_line30(b25->b26)                          p = 0.1574
    i_q_line30(b25->b26)                          p = 0.1566
    i_q_line26(b17->b27)                          p = 0.0827
    i_d_line26(b17->b27)                          p = 0.0822
    i_q_line31(b26->b27)                          p = 0.0694

Mode   72   λ = -5.697591e+01 -3.803677e+02j
    i_d_line30(b25->b26)                          p = 0.1574
    i_q_line30(b25->b26)                          p = 0.1566
    i_q_line26(b17->b27)                          p = 0.0827
    i_d_line26(b17->b27)                          p = 0.0822
    i_q_line31(b26->b27)                          p = 0.0694

Mode   73   λ = -6.225878e+01 -8.686396e+02j
    i_q_line37(b10->b32)                          p = 0.1157
    i_d_line37(b10->b32)                          p = 0.1116
    i_d_line5(b3->b4)                             p = 0.0495
    i_q_line5(b3->b4)                             p = 0.0487
    i_d_line19(b14->b15)                          p = 0.0413

Mode   74   λ = -6.225878e+01 +8.686396e+02j
    i_q_line37(b10->b32)                          p = 0.1157
    i_d_line37(b10->b32)                          p = 0.1116
    i_d_line5(b3->b4)                             p = 0.0495
    i_q_line5(b3->b4)                             p = 0.0487
    i_d_line19(b14->b15)                          p = 0.0413

Mode   75   λ = -6.282899e+01 +1.517875e+03j
    i_q_line36(b31->b6)                           p = 0.2397
    i_d_line36(b31->b6)                           p = 0.2331
    i_d_line37(b10->b32)                          p = 0.1672
    i_q_line37(b10->b32)                          p = 0.1626
    i_d_line12(b6->b11)                           p = 0.0393

Mode   76   λ = -6.282899e+01 -1.517875e+03j
    i_q_line36(b31->b6)                           p = 0.2397
    i_d_line36(b31->b6)                           p = 0.2331
    i_d_line37(b10->b32)                          p = 0.1672
    i_q_line37(b10->b32)                          p = 0.1626
    i_d_line12(b6->b11)                           p = 0.0393

Mode   77   λ = -7.658912e+01 -3.652542e+04j
    vq_bus10                                      p = 0.1817
    vd_bus10                                      p = 0.1728
    i_q_line16(b10->b11)                          p = 0.1237
    i_d_line16(b10->b11)                          p = 0.1175
    i_q_line17(b10->b13)                          p = 0.1058

Mode   78   λ = -7.658912e+01 +3.652542e+04j
    vq_bus10                                      p = 0.1817
    vd_bus10                                      p = 0.1728
    i_q_line16(b10->b11)                          p = 0.1237
    i_d_line16(b10->b11)                          p = 0.1175
    i_q_line17(b10->b13)                          p = 0.1058

Mode   79   λ = -1.424005e+02 -3.121814e+04j
    i_d_line9(b5->b6)                             p = 0.1801
    vd_bus6                                       p = 0.1556
    i_q_line9(b5->b6)                             p = 0.1526
    vq_bus6                                       p = 0.1307
    vd_bus5                                       p = 0.0909

Mode   80   λ = -1.424005e+02 +3.121814e+04j
    i_d_line9(b5->b6)                             p = 0.1801
    vd_bus6                                       p = 0.1556
    i_q_line9(b5->b6)                             p = 0.1526
    vq_bus6                                       p = 0.1307
    vd_bus5                                       p = 0.0909

Mode   81   λ = -1.753320e+02 +1.673073e+03j
    i_q_line42(b20->b34)                          p = 0.2031
    i_d_line42(b20->b34)                          p = 0.1897
    i_d_line40(b19->b20)                          p = 0.1642
    i_q_line40(b19->b20)                          p = 0.1587
    i_d_line41(b19->b33)                          p = 0.1366

Mode   82   λ = -1.753320e+02 -1.673073e+03j
    i_q_line42(b20->b34)                          p = 0.2031
    i_d_line42(b20->b34)                          p = 0.1897
    i_d_line40(b19->b20)                          p = 0.1642
    i_q_line40(b19->b20)                          p = 0.1587
    i_d_line41(b19->b33)                          p = 0.1366

Mode   83   λ = -2.050703e+02 -2.947107e+03j
    vd_bus9                                       p = 0.2247
    vq_bus9                                       p = 0.1870
    i_d_line15(b9->b39)                           p = 0.1498
    i_q_line15(b9->b39)                           p = 0.1182
    i_q_line14(b8->b9)                            p = 0.0614

Mode   84   λ = -2.050703e+02 +2.947107e+03j
    vd_bus9                                       p = 0.2247
    vq_bus9                                       p = 0.1870
    i_d_line15(b9->b39)                           p = 0.1498
    i_q_line15(b9->b39)                           p = 0.1182
    i_q_line14(b8->b9)                            p = 0.0614

Mode   85   λ = -2.160548e+02 -3.686240e+03j
    vq_bus9                                       p = 0.2014
    vd_bus9                                       p = 0.1701
    i_q_line15(b9->b39)                           p = 0.1298
    i_d_line15(b9->b39)                           p = 0.1130
    i_q_line14(b8->b9)                            p = 0.0616

Mode   86   λ = -2.160548e+02 +3.686240e+03j
    vq_bus9                                       p = 0.2014
    vd_bus9                                       p = 0.1701
    i_q_line15(b9->b39)                           p = 0.1298
    i_d_line15(b9->b39)                           p = 0.1130
    i_q_line14(b8->b9)                            p = 0.0616

Mode   87   λ = -2.493524e+02 +3.051350e+04j
    i_q_line9(b5->b6)                             p = 0.1790
    vq_bus6                                       p = 0.1539
    i_d_line9(b5->b6)                             p = 0.1438
    vd_bus6                                       p = 0.1250
    vq_bus5                                       p = 0.0907

Mode   88   λ = -2.493524e+02 -3.051350e+04j
    i_q_line9(b5->b6)                             p = 0.1790
    vq_bus6                                       p = 0.1539
    i_d_line9(b5->b6)                             p = 0.1438
    vd_bus6                                       p = 0.1250
    vq_bus5                                       p = 0.0907

Mode   89   λ = -3.027003e+02 +1.454889e+04j
    vd_bus22                                      p = 0.2066
    vq_bus22                                      p = 0.1591
    i_d_line28(b22->b23)                          p = 0.1425
    i_q_line28(b22->b23)                          p = 0.1066
    i_d_line27(b21->b22)                          p = 0.0782

Mode   90   λ = -3.027003e+02 -1.454889e+04j
    vd_bus22                                      p = 0.2066
    vq_bus22                                      p = 0.1591
    i_d_line28(b22->b23)                          p = 0.1425
    i_q_line28(b22->b23)                          p = 0.1066
    i_d_line27(b21->b22)                          p = 0.0782

Mode   91   λ = -4.035427e+02 -1.581429e+04j
    vd_bus5                                       p = 0.0953
    vd_bus6                                       p = 0.0690
    vq_bus5                                       p = 0.0632
    i_d_line10(b5->b8)                            p = 0.0617
    i_d_line7(b4->b5)                             p = 0.0520

Mode   92   λ = -4.035427e+02 +1.581429e+04j
    vd_bus5                                       p = 0.0953
    vd_bus6                                       p = 0.0690
    vq_bus5                                       p = 0.0632
    i_d_line10(b5->b8)                            p = 0.0617
    i_d_line7(b4->b5)                             p = 0.0520

Mode   93   λ = -4.088031e+02 -2.574912e+03j
    vq_bus26                                      p = 0.1079
    vd_bus26                                      p = 0.1030
    i_q_line46(b29->b38)                          p = 0.0773
    i_d_line46(b29->b38)                          p = 0.0582
    i_q_line30(b25->b26)                          p = 0.0382

Mode   94   λ = -4.088031e+02 +2.574912e+03j
    vq_bus26                                      p = 0.1079
    vd_bus26                                      p = 0.1030
    i_q_line46(b29->b38)                          p = 0.0773
    i_d_line46(b29->b38)                          p = 0.0582
    i_q_line30(b25->b26)                          p = 0.0382

Mode   95   λ = -4.431416e+02 +4.130608e+03j
    vd_bus28                                      p = 0.0835
    i_d_line32(b26->b28)                          p = 0.0820
    i_q_line32(b26->b28)                          p = 0.0720
    vq_bus28                                      p = 0.0701
    i_d_line46(b29->b38)                          p = 0.0692

Mode   96   λ = -4.431416e+02 -4.130608e+03j
    vd_bus28                                      p = 0.0835
    i_d_line32(b26->b28)                          p = 0.0820
    i_q_line32(b26->b28)                          p = 0.0720
    vq_bus28                                      p = 0.0701
    i_d_line46(b29->b38)                          p = 0.0692

Mode   97   λ = -4.520203e+02 -1.385982e+04j
    vq_bus22                                      p = 0.1989
    i_q_line28(b22->b23)                          p = 0.1483
    vd_bus22                                      p = 0.1377
    i_d_line28(b22->b23)                          p = 0.1069
    i_q_line27(b21->b22)                          p = 0.0794

Mode   98   λ = -4.520203e+02 +1.385982e+04j
    vq_bus22                                      p = 0.1989
    i_q_line28(b22->b23)                          p = 0.1483
    vd_bus22                                      p = 0.1377
    i_d_line28(b22->b23)                          p = 0.1069
    i_q_line27(b21->b22)                          p = 0.0794

Mode   99   λ = -4.801406e+02 -1.206468e+04j
    vd_bus14                                      p = 0.0967
    i_d_line18(b13->b14)                          p = 0.0833
    vq_bus14                                      p = 0.0658
    i_q_line18(b13->b14)                          p = 0.0637
    vd_bus11                                      p = 0.0490

Mode  100   λ = -4.801406e+02 +1.206468e+04j
    vd_bus14                                      p = 0.0967
    i_d_line18(b13->b14)                          p = 0.0833
    vq_bus14                                      p = 0.0658
    i_q_line18(b13->b14)                          p = 0.0637
    vd_bus11                                      p = 0.0490

Mode  101   λ = -5.109219e+02 -6.887043e+03j
    i_d_line34(b28->b29)                          p = 0.2010
    vd_bus29                                      p = 0.1660
    i_q_line34(b28->b29)                          p = 0.1551
    vq_bus29                                      p = 0.1226
    vd_bus28                                      p = 0.1068

Mode  102   λ = -5.109219e+02 +6.887043e+03j
    i_d_line34(b28->b29)                          p = 0.2010
    vd_bus29                                      p = 0.1660
    i_q_line34(b28->b29)                          p = 0.1551
    vq_bus29                                      p = 0.1226
    vd_bus28                                      p = 0.1068

Mode  103   λ = -5.204541e+02 -3.476456e+03j
    i_q_line32(b26->b28)                          p = 0.0915
    vq_bus28                                      p = 0.0907
    vq_bus26                                      p = 0.0808
    vd_bus26                                      p = 0.0777
    vq_bus29                                      p = 0.0613

Mode  104   λ = -5.204541e+02 +3.476456e+03j
    i_q_line32(b26->b28)                          p = 0.0915
    vq_bus28                                      p = 0.0907
    vq_bus26                                      p = 0.0808
    vd_bus26                                      p = 0.0777
    vq_bus29                                      p = 0.0613

Mode  105   λ = -5.300849e+02 -5.114923e+03j
    vd_bus2                                       p = 0.1420
    vq_bus2                                       p = 0.0868
    vd_bus25                                      p = 0.0709
    i_d_line35(b2->b30)                           p = 0.0588
    i_d_line1(b1->b2)                             p = 0.0509

Mode  106   λ = -5.300849e+02 +5.114923e+03j
    vd_bus2                                       p = 0.1420
    vq_bus2                                       p = 0.0868
    vd_bus25                                      p = 0.0709
    i_d_line35(b2->b30)                           p = 0.0588
    i_d_line1(b1->b2)                             p = 0.0509

Mode  107   λ = -5.709309e+02 -3.215440e+03j
    i_d_line36(b31->b6)                           p = 0.0550
    i_d_line46(b29->b38)                          p = 0.0517
    vd_bus28                                      p = 0.0514
    vq_bus26                                      p = 0.0359
    i_q_line36(b31->b6)                           p = 0.0355

Mode  108   λ = -5.709309e+02 +3.215440e+03j
    i_d_line36(b31->b6)                           p = 0.0550
    i_d_line46(b29->b38)                          p = 0.0517
    vd_bus28                                      p = 0.0514
    vq_bus26                                      p = 0.0359
    i_q_line36(b31->b6)                           p = 0.0355

Mode  109   λ = -5.735373e+02 +1.764428e+03j
    vq_bus26                                      p = 0.1371
    vd_bus26                                      p = 0.1146
    i_q_line46(b29->b38)                          p = 0.0594
    vq_bus28                                      p = 0.0539
    i_d_line46(b29->b38)                          p = 0.0452

Mode  110   λ = -5.735373e+02 -1.764428e+03j
    vq_bus26                                      p = 0.1371
    vd_bus26                                      p = 0.1146
    i_q_line46(b29->b38)                          p = 0.0594
    vq_bus28                                      p = 0.0539
    i_d_line46(b29->b38)                          p = 0.0452

Mode  111   λ = -5.965225e+02 -6.481620e+03j
    i_q_line34(b28->b29)                          p = 0.2029
    vq_bus29                                      p = 0.1832
    i_d_line34(b28->b29)                          p = 0.1507
    vd_bus29                                      p = 0.1428
    vq_bus28                                      p = 0.1109

Mode  112   λ = -5.965225e+02 +6.481620e+03j
    i_q_line34(b28->b29)                          p = 0.2029
    vq_bus29                                      p = 0.1832
    i_d_line34(b28->b29)                          p = 0.1507
    vd_bus29                                      p = 0.1428
    vq_bus28                                      p = 0.1109

Mode  113   λ = -6.498140e+02 -6.473660e+03j
    vd_bus23                                      p = 0.0602
    i_d_line23(b16->b21)                          p = 0.0437
    i_d_line43(b22->b35)                          p = 0.0422
    vd_bus2                                       p = 0.0411
    vq_bus2                                       p = 0.0409

Mode  114   λ = -6.498140e+02 +6.473660e+03j
    vd_bus23                                      p = 0.0602
    i_d_line23(b16->b21)                          p = 0.0437
    i_d_line43(b22->b35)                          p = 0.0422
    vd_bus2                                       p = 0.0411
    vq_bus2                                       p = 0.0409

Mode  115   λ = -6.644954e+02 -1.129737e+04j
    i_d_line18(b13->b14)                          p = 0.0682
    i_q_line18(b13->b14)                          p = 0.0631
    vq_bus14                                      p = 0.0484
    vd_bus14                                      p = 0.0470
    vd_bus11                                      p = 0.0403

Mode  116   λ = -6.644954e+02 +1.129737e+04j
    i_d_line18(b13->b14)                          p = 0.0682
    i_q_line18(b13->b14)                          p = 0.0631
    vq_bus14                                      p = 0.0484
    vd_bus14                                      p = 0.0470
    vd_bus11                                      p = 0.0403

Mode  117   λ = -6.657646e+02 +1.526750e+04j
    vq_bus5                                       p = 0.0936
    vq_bus6                                       p = 0.0665
    i_q_line10(b5->b8)                            p = 0.0600
    vd_bus5                                       p = 0.0532
    i_q_line7(b4->b5)                             p = 0.0511

Mode  118   λ = -6.657646e+02 -1.526750e+04j
    vq_bus5                                       p = 0.0936
    vq_bus6                                       p = 0.0665
    i_q_line10(b5->b8)                            p = 0.0600
    vd_bus5                                       p = 0.0532
    i_q_line7(b4->b5)                             p = 0.0511

Mode  119   λ = -7.038890e+02 -6.743760e+03j
    vd_bus14                                      p = 0.0794
    vd_bus8                                       p = 0.0576
    i_d_line20(b15->b16)                          p = 0.0495
    vd_bus15                                      p = 0.0461
    i_d_line31(b26->b27)                          p = 0.0405

Mode  120   λ = -7.038890e+02 +6.743760e+03j
    vd_bus14                                      p = 0.0794
    vd_bus8                                       p = 0.0576
    i_d_line20(b15->b16)                          p = 0.0495
    vd_bus15                                      p = 0.0461
    i_d_line31(b26->b27)                          p = 0.0405

Mode  121   λ = -7.365012e+02 +1.163419e+04j
    vd_bus19                                      p = 0.2927
    vq_bus19                                      p = 0.1589
    i_d_line41(b19->b33)                          p = 0.1064
    i_d_line22(b16->b19)                          p = 0.0935
    i_d_line40(b19->b20)                          p = 0.0644

Mode  122   λ = -7.365012e+02 -1.163419e+04j
    vd_bus19                                      p = 0.2927
    vq_bus19                                      p = 0.1589
    i_d_line41(b19->b33)                          p = 0.1064
    i_d_line22(b16->b19)                          p = 0.0935
    i_d_line40(b19->b20)                          p = 0.0644

Mode  123   λ = -7.529788e+02 -4.507994e+03j
    i_d_line14(b8->b9)                            p = 0.0630
    i_d_line19(b14->b15)                          p = 0.0583
    i_d_line36(b31->b6)                           p = 0.0475
    vd_bus8                                       p = 0.0432
    vd_bus16                                      p = 0.0403

Mode  124   λ = -7.529788e+02 +4.507994e+03j
    i_d_line14(b8->b9)                            p = 0.0630
    i_d_line19(b14->b15)                          p = 0.0583
    i_d_line36(b31->b6)                           p = 0.0475
    vd_bus8                                       p = 0.0432
    vd_bus16                                      p = 0.0403

Mode  125   λ = -8.146180e+02 +9.935728e+03j
    vd_bus15                                      p = 0.0804
    i_d_line20(b15->b16)                          p = 0.0681
    vd_bus17                                      p = 0.0561
    i_d_line26(b17->b27)                          p = 0.0547
    i_d_line6(b3->b18)                            p = 0.0535

Mode  126   λ = -8.146180e+02 -9.935728e+03j
    vd_bus15                                      p = 0.0804
    i_d_line20(b15->b16)                          p = 0.0681
    vd_bus17                                      p = 0.0561
    i_d_line26(b17->b27)                          p = 0.0547
    i_d_line6(b3->b18)                            p = 0.0535

Mode  127   λ = -8.197295e+02 +1.098672e+04j
    i_q_line4(b2->b25)                            p = 0.0885
    i_d_line4(b2->b25)                            p = 0.0858
    vq_bus25                                      p = 0.0688
    vd_bus25                                      p = 0.0683
    vq_bus2                                       p = 0.0585

Mode  128   λ = -8.197295e+02 -1.098672e+04j
    i_q_line4(b2->b25)                            p = 0.0885
    i_d_line4(b2->b25)                            p = 0.0858
    vq_bus25                                      p = 0.0688
    vd_bus25                                      p = 0.0683
    vq_bus2                                       p = 0.0585

Mode  129   λ = -8.232555e+02 +1.290979e+04j
    vq_bus19                                      p = 0.2858
    vd_bus19                                      p = 0.1465
    i_q_line41(b19->b33)                          p = 0.1156
    i_q_line40(b19->b20)                          p = 0.0884
    i_q_line22(b16->b19)                          p = 0.0797

Mode  130   λ = -8.232555e+02 -1.290979e+04j
    vq_bus19                                      p = 0.2858
    vd_bus19                                      p = 0.1465
    i_q_line41(b19->b33)                          p = 0.1156
    i_q_line40(b19->b20)                          p = 0.0884
    i_q_line22(b16->b19)                          p = 0.0797

Mode  131   λ = -8.311254e+02 -1.622401e+04j
    vd_bus16                                      p = 0.1130
    i_d_line25(b17->b18)                          p = 0.0846
    vd_bus17                                      p = 0.0844
    i_d_line24(b16->b24)                          p = 0.0822
    vq_bus16                                      p = 0.0651

Mode  132   λ = -8.311254e+02 +1.622401e+04j
    vd_bus16                                      p = 0.1130
    i_d_line25(b17->b18)                          p = 0.0846
    vd_bus17                                      p = 0.0844
    i_d_line24(b16->b24)                          p = 0.0822
    vq_bus16                                      p = 0.0651

Mode  133   λ = -8.400928e+02 -1.043010e+04j
    i_q_line4(b2->b25)                            p = 0.1523
    vq_bus25                                      p = 0.1302
    vq_bus2                                       p = 0.0915
    i_d_line4(b2->b25)                            p = 0.0891
    vd_bus25                                      p = 0.0781

Mode  134   λ = -8.400928e+02 +1.043010e+04j
    i_q_line4(b2->b25)                            p = 0.1523
    vq_bus25                                      p = 0.1302
    vq_bus2                                       p = 0.0915
    i_d_line4(b2->b25)                            p = 0.0891
    vd_bus25                                      p = 0.0781

Mode  135   λ = -8.430181e+02 +8.124149e+03j
    vd_bus27                                      p = 0.2016
    i_d_line31(b26->b27)                          p = 0.1444
    i_d_line26(b17->b27)                          p = 0.0732
    vd_bus3                                       p = 0.0548
    vq_bus27                                      p = 0.0377

Mode  136   λ = -8.430181e+02 -8.124149e+03j
    vd_bus27                                      p = 0.2016
    i_d_line31(b26->b27)                          p = 0.1444
    i_d_line26(b17->b27)                          p = 0.0732
    vd_bus3                                       p = 0.0548
    vq_bus27                                      p = 0.0377

Mode  137   λ = -8.961715e+02 +8.984810e+03j
    vd_bus21                                      p = 0.2620
    i_d_line23(b16->b21)                          p = 0.1360
    vd_bus23                                      p = 0.1358
    i_d_line27(b21->b22)                          p = 0.1312
    i_d_line28(b22->b23)                          p = 0.0883

Mode  138   λ = -8.961715e+02 -8.984810e+03j
    vd_bus21                                      p = 0.2620
    i_d_line23(b16->b21)                          p = 0.1360
    vd_bus23                                      p = 0.1358
    i_d_line27(b21->b22)                          p = 0.1312
    i_d_line28(b22->b23)                          p = 0.0883

Mode  139   λ = -9.072281e+02 +7.392289e+03j
    vd_bus3                                       p = 0.0571
    i_d_line3(b2->b3)                             p = 0.0546
    vd_bus23                                      p = 0.0535
    i_d_line19(b14->b15)                          p = 0.0416
    i_d_line29(b23->b24)                          p = 0.0387

Mode  140   λ = -9.072281e+02 -7.392289e+03j
    vd_bus3                                       p = 0.0571
    i_d_line3(b2->b3)                             p = 0.0546
    vd_bus23                                      p = 0.0535
    i_d_line19(b14->b15)                          p = 0.0416
    i_d_line29(b23->b24)                          p = 0.0387

Mode  141   λ = -9.262303e+02 -1.493531e+04j
    vd_bus18                                      p = 0.1269
    i_d_line25(b17->b18)                          p = 0.1256
    i_d_line24(b16->b24)                          p = 0.1065
    vd_bus16                                      p = 0.0876
    vd_bus24                                      p = 0.0683

Mode  142   λ = -9.262303e+02 +1.493531e+04j
    vd_bus18                                      p = 0.1269
    i_d_line25(b17->b18)                          p = 0.1256
    i_d_line24(b16->b24)                          p = 0.1065
    vd_bus16                                      p = 0.0876
    vd_bus24                                      p = 0.0683

Mode  143   λ = -9.533859e+02 -1.586107e+04j
    vq_bus16                                      p = 0.1123
    i_q_line25(b17->b18)                          p = 0.0890
    vq_bus17                                      p = 0.0861
    i_q_line24(b16->b24)                          p = 0.0738
    vq_bus18                                      p = 0.0677

Mode  144   λ = -9.533859e+02 +1.586107e+04j
    vq_bus16                                      p = 0.1123
    i_q_line25(b17->b18)                          p = 0.0890
    vq_bus17                                      p = 0.0861
    i_q_line24(b16->b24)                          p = 0.0738
    vq_bus18                                      p = 0.0677

Mode  145   λ = -9.759556e+02 +1.120755e+04j
    vd_bus4                                       p = 0.1084
    i_d_line5(b3->b4)                             p = 0.0545
    i_d_line8(b4->b14)                            p = 0.0508
    vd_bus3                                       p = 0.0459
    i_d_line4(b2->b25)                            p = 0.0351

Mode  146   λ = -9.759556e+02 -1.120755e+04j
    vd_bus4                                       p = 0.1084
    i_d_line5(b3->b4)                             p = 0.0545
    i_d_line8(b4->b14)                            p = 0.0508
    vd_bus3                                       p = 0.0459
    i_d_line4(b2->b25)                            p = 0.0351

Mode  147   λ = -1.102063e+03 -5.848527e+03j
    vq_bus2                                       p = 0.1061
    vq_bus25                                      p = 0.0716
    i_q_line3(b2->b3)                             p = 0.0647
    vq_bus3                                       p = 0.0511
    i_q_line35(b2->b30)                           p = 0.0460

Mode  148   λ = -1.102063e+03 +5.848527e+03j
    vq_bus2                                       p = 0.1061
    vq_bus25                                      p = 0.0716
    i_q_line3(b2->b3)                             p = 0.0647
    vq_bus3                                       p = 0.0511
    i_q_line35(b2->b30)                           p = 0.0460

Mode  149   λ = -1.126815e+03 -9.998558e+03j
    vd_bus15                                      p = 0.0999
    i_d_line20(b15->b16)                          p = 0.0924
    vd_bus24                                      p = 0.0917
    i_d_line24(b16->b24)                          p = 0.0547
    vd_bus4                                       p = 0.0403

Mode  150   λ = -1.126815e+03 +9.998558e+03j
    vd_bus15                                      p = 0.0999
    i_d_line20(b15->b16)                          p = 0.0924
    vd_bus24                                      p = 0.0917
    i_d_line24(b16->b24)                          p = 0.0547
    vd_bus4                                       p = 0.0403

Mode  151   λ = -1.244624e+03 +6.040709e+03j
    vq_bus2                                       p = 0.0627
    i_q_line3(b2->b3)                             p = 0.0614
    vq_bus25                                      p = 0.0483
    vq_bus3                                       p = 0.0466
    i_q_line21(b16->b17)                          p = 0.0410

Mode  152   λ = -1.244624e+03 -6.040709e+03j
    vq_bus2                                       p = 0.0627
    i_q_line3(b2->b3)                             p = 0.0614
    vq_bus25                                      p = 0.0483
    vq_bus3                                       p = 0.0466
    i_q_line21(b16->b17)                          p = 0.0410

Mode  153   λ = -1.338405e+03 -1.461571e+04j
    vq_bus18                                      p = 0.1382
    i_q_line25(b17->b18)                          p = 0.1303
    i_q_line24(b16->b24)                          p = 0.1038
    vq_bus16                                      p = 0.0916
    vq_bus24                                      p = 0.0613

Mode  154   λ = -1.338405e+03 +1.461571e+04j
    vq_bus18                                      p = 0.1382
    i_q_line25(b17->b18)                          p = 0.1303
    i_q_line24(b16->b24)                          p = 0.1038
    vq_bus16                                      p = 0.0916
    vq_bus24                                      p = 0.0613

Mode  155   λ = -1.390203e+03 -2.521317e+03j
    vq_bus16                                      p = 0.0439
    i_q_line36(b31->b6)                           p = 0.0345
    vq_bus14                                      p = 0.0335
    vq_bus15                                      p = 0.0323
    i_q_line3(b2->b3)                             p = 0.0320

Mode  156   λ = -1.390203e+03 +2.521317e+03j
    vq_bus16                                      p = 0.0439
    i_q_line36(b31->b6)                           p = 0.0345
    vq_bus14                                      p = 0.0335
    vq_bus15                                      p = 0.0323
    i_q_line3(b2->b3)                             p = 0.0320

Mode  157   λ = -1.454283e+03 -6.450454e+03j
    vq_bus14                                      p = 0.0929
    vq_bus8                                       p = 0.0721
